 2.606060606061e+00  1.016118876690e+02  6.146156825749e+02  8.853672406125e+02
 2.666666666667e+00  1.169061770348e+02  6.133779471779e+02  8.847224783793e+02
 2.727272727273e+00  1.107012322896e+02  5.991733371388e+02  9.029188043441e+02
 2.787878787879e+00  8.964597924027e+01  6.050329108057e+02  8.953543931793e+02
 2.848484848485e+00  1.003682724845e+02  5.967341293191e+02  8.988680186043e+02
 2.909090909091e+00  9.378583996169e+01  6.021232740857e+02  9.140684215967e+02
 2.969696969697e+00  9.198581205972e+01  5.812156469728e+02  9.102365674173e+02
 3.030303030303e+00  8.982367601539e+01  5.941645082168e+02  9.088024612203e+02
 3.090909090909e+00  7.437099687871e+01  5.907939210874e+02  9.187994520972e+02
 3.151515151515e+00  7.745896908922e+01  5.738004869649e+02  9.272775317630e+02
 3.212121212121e+00  8.576229004970e+01  5.847484180857e+02  9.299454319539e+02
 3.272727272727e+00  7.339723507371e+01  5.748555225766e+02  9.344460340417e+02
 3.333333333333e+00  7.233561266629e+01  5.731240487391e+02  9.357437060700e+02
 3.393939393939e+00  7.113553511203e+01  5.791536067210e+02  9.352155687558e+02
 3.454545454545e+00  5.894826996582e+01  5.617220749317e+02  9.363609144173e+02
 3.515151515152e+00  7.118581218820e+01  5.586360447106e+02  9.339123237727e+02
 3.575757575758e+00  6.078006185006e+01  5.692741416407e+02  9.413503184330e+02
 3.636363636364e+00  6.446468508974e+01  5.567757858348e+02  9.456303149766e+02
 3.696969696970e+00  6.848183664312e+01  5.661536206901e+02  9.316251846850e+02
 3.757575757576e+00  5.538024858034e+01  5.590651170050e+02  9.515009760609e+02
 3.818181818182e+00  5.682817170676e+01  5.479193937631e+02  9.365375758269e+02
 3.878787878788e+00  5.200838685623e+01  5.463159090931e+02  9.397417232315e+02
 3.939393939394e+00  5.459774929140e+01  5.419541738182e+02  9.575423273474e+02
 4.000000000000e+00  5.483086929872e+01  5.406185392067e+02  9.423270999938e+02
 4.060606060606e+00  3.885297932297e+01  5.485010101474e+02  9.523770847583e+02
 4.121212121212e+00  3.697914550745e+01  5.501454113806e+02  9.470858906369e+02
 4.181818181818e+00  4.569806899159e+01  5.400692333765e+02  9.564002225045e+02
 4.242424242424e+00  4.532101947795e+01  5.483831267423e+02  9.472146989095e+02
 4.303030303030e+00  4.827534348379e+01  5.449270082747e+02  9.502504147099e+02
 4.363636363636e+00  4.608488654562e+01  5.420413739044e+02  9.537397720054e+02
 4.424242424242e+00  4.669806674006e+01  5.486291517005e+02  9.544733764601e+02
 4.484848484848e+00  4.722990362874e+01  5.336652197580e+02  9.570051461093e+02
 4.545454545455e+00  3.771183297667e+01  5.331108063125e+02  9.713412235187e+02
 4.606060606061e+00  3.393854898336e+01  5.281964650690e+02  9.550834832685e+02
 4.666666666667e+00  3.860092718489e+01  5.309981238272e+02  9.612567535174e+02
 4.727272727273e+00  3.083865114347e+01  5.382462265981e+02  9.567773766559e+02
 4.787878787879e+00  3.172233094719e+01  5.355409626189e+02  9.619343298123e+02
 4.848484848485e+00  2.619648044540e+01  5.369425465133e+02  9.769972628292e+02
 4.909090909091e+00  2.622299504228e+01  5.369832655097e+02  9.663467803076e+02
 4.969696969697e+00  2.056408879546e+01  5.296777133261e+02  9.787085472231e+02
 5.030303030303e+00  3.394261805986e+01  5.225026086017e+02  9.798335675829e+02
 5.090909090909e+00  3.287013415218e+01  5.327391101386e+02  9.749211527596e+02
 5.151515151515e+00  3.282478529530e+01  5.361084751992e+02  9.722572928659e+02
 5.212121212121e+00  2.987888286175e+01  5.313326190450e+02  9.814115437172e+02
 5.272727272727e+00  2.258563888476e+01  5.324499767725e+02  9.795765780972e+02
 5.333333333333e+00  2.468167940040e+01  5.212014561598e+02  9.709149365913e+02
 5.393939393939e+00  1.977135769583e+01  5.241372834853e+02  9.832496695636e+02
 5.454545454545e+00  1.831380051773e+01  5.210667743908e+02  9.675277308650e+02
 5.515151515152e+00  1.362835050893e+01  5.236156284886e+02  9.722872097324e+02
 5.575757575758e+00  2.623453725507e+01  5.192911759355e+02  9.781426891739e+02
 5.636363636364e+00  2.816296681994e+01  5.128085381295e+02  9.745708349940e+02
 5.696969696970e+00  1.753142894462e+01  5.216895621011e+02  9.702366521891e+02
 5.757575757576e+00  2.484293496802e+01  5.198138317050e+02  9.806326944803e+02
 5.818181818182e+00  9.549087132222e+00  5.221329999344e+02  9.737650047191e+02
 5.878787878788e+00  1.322374029881e+01  5.224295704763e+02  9.875642931765e+02
 5.939393939394e+00  2.114314192175e+01  5.203260967133e+02  9.868791367351e+02
 6.000000000000e+00  2.496881348461e+01  5.196021845198e+02  9.822276852352e+02
