 0.000000000000e+00  1.002420578809e+03  1.508765751351e+03 -4.379152307821e+00
 6.060606060606e-02  9.149607988543e+02  1.421522038292e+03  8.720124177722e+01
 1.212121212121e-01  8.447350244180e+02  1.335372299639e+03  1.584110103977e+02
 1.818181818182e-01  7.797401419664e+02  1.279343206356e+03  2.195408913706e+02
 2.424242424242e-01  7.134231494026e+02  1.211926341635e+03  2.867483006002e+02
 3.030303030303e-01  6.692243513703e+02  1.163918368958e+03  3.273587866908e+02
 3.636363636364e-01  6.236493102382e+02  1.133660714152e+03  3.710338885870e+02
 4.242424242424e-01  5.791057065152e+02  1.077556700317e+03  4.102759793927e+02
 4.848484848485e-01  5.543559551453e+02  1.047838159691e+03  4.569365531009e+02
 5.454545454545e-01  5.148433076678e+02  1.009501951838e+03  4.820988489465e+02
 6.060606060606e-01  4.866761652903e+02  9.765830805305e+02  5.145384841154e+02
 6.666666666667e-01  4.503435857530e+02  9.533356100503e+02  5.383868112156e+02
 7.272727272727e-01  4.321815540109e+02  9.323445519025e+02  5.766070620624e+02
 7.878787878788e-01  4.029471741840e+02  9.001640046067e+02  5.871908650426e+02
 8.484848484848e-01  3.965321164559e+02  8.968258478643e+02  6.056375253921e+02
 9.090909090909e-01  3.666767824089e+02  8.693361153935e+02  6.232840337422e+02
 9.696969696970e-01  3.472020781739e+02  8.482456527166e+02  6.565909080649e+02
 1.030303030303e+00  3.319361209032e+02  8.273591277415e+02  6.612587299197e+02
 1.090909090909e+00  3.109777350849e+02  8.230167818292e+02  6.811551128040e+02
 1.151515151515e+00  3.086303677021e+02  7.948693326517e+02  7.022461857417e+02
 1.212121212121e+00  2.882409707164e+02  7.878122394587e+02  7.145747470957e+02
 1.272727272727e+00  2.739412535725e+02  7.822053642358e+02  7.249297084511e+02
 1.333333333333e+00  2.510726422472e+02  7.532313245710e+02  7.492456640847e+02
 1.393939393939e+00  2.462128009643e+02  7.544850942422e+02  7.551391917611e+02
 1.454545454545e+00  2.290829946490e+02  7.458740842370e+02  7.605389765625e+02
 1.515151515152e+00  2.309604336892e+02  7.368818155449e+02  7.657216174530e+02
 1.575757575758e+00  2.272757309714e+02  7.178453417501e+02  7.805593269013e+02
 1.636363636364e+00  2.049211291975e+02  7.098028184771e+02  7.999699935045e+02
 1.696969696970e+00  1.936732127658e+02  7.035907990688e+02  7.915684349451e+02
 1.757575757576e+00  1.871247659659e+02  6.827993336120e+02  8.070022029347e+02
 1.818181818182e+00  1.791929618768e+02  6.819218572519e+02  8.250138650568e+02
 1.878787878788e+00  1.786904999108e+02  6.708492306158e+02  8.138125599270e+02
 1.939393939394e+00  1.757957288052e+02  6.637588185245e+02  8.258065087592e+02
 2.000000000000e+00  1.659809555494e+02  6.546218601254e+02  8.353121255619e+02
 2.060606060606e+00  1.568100663869e+02  6.600342769323e+02  8.458568196384e+02
 2.121212121212e+00  1.555211698935e+02  6.454714939671e+02  8.561862205266e+02
 2.181818181818e+00  1.426055757337e+02  6.406728189428e+02  8.633495959180e+02
 2.242424242424e+00  1.427625896182e+02  6.340452642981e+02  8.577586383121e+02
 2.303030303030e+00  1.328200998435e+02  6.284632780874e+02  8.570066488814e+02
 2.363636363636e+00  1.361313517016e+02  6.343577924406e+02  8.668808969731e+02
 2.424242424242e+00  1.273966607849e+02  6.215064180197e+02  8.810857331713e+02
 2.484848484848e+00  1.121181401103e+02  6.119003015038e+02  8.734251591548e+02
 2.545454545455e+00  1.092068554275e+02  6.241691550791e+02  8.927766867972e+02
