ppm Intensity
9.333329561903338956e+00 -7.560769971724366201e+01
9.332962884983277974e+00 -6.827266457063767575e+02
9.332596208063216991e+00 -2.785759179851678482e+02
9.332229531143156009e+00 -1.575549565528565950e+02
9.331862854223095027e+00 -2.522208771089317167e+02
9.331496177303034045e+00 -3.066566006651299858e+02
9.331129500382973063e+00 -5.552518983302454672e+02
9.330762823462912081e+00 -9.492342196874260480e+02
9.330396146542851099e+00 2.777861205438970273e+02
9.330029469622790117e+00 -3.186072625268719776e+02
9.329662792702729135e+00 -3.443231434107613040e+02
9.329296115782668153e+00 -6.455435859398415914e+02
9.328929438862607171e+00 -5.068392832066937217e+02
9.328562761942546189e+00 5.235947828937813142e+01
9.328196085022485207e+00 -1.357680197088643013e+02
9.327829408102424225e+00 1.720099933957102394e+02
9.327462731182363243e+00 -3.928390992059025280e+02
9.327096054262302260e+00 1.512619912250944765e+02
9.326729377342241278e+00 5.864040892478135447e+01
9.326362700422180296e+00 -1.243222211029658553e+02
9.325996023502119314e+00 -7.920796877289973281e+00
9.325629346582058332e+00 1.325663532653963443e+02
9.325262669661997350e+00 7.748974840002564690e+01
9.324895992741936368e+00 -9.067973287454604758e+01
9.324529315821875386e+00 2.509855633523619360e+02
9.324162638901814404e+00 -1.044988335548939489e+02
9.323795961981753422e+00 -6.830908061256394603e+00
9.323429285061692440e+00 -2.229805791326403437e+02
9.323062608141631458e+00 6.775299280405110380e+01
9.322695931221570476e+00 1.367717641395443309e+02
9.322329254301509494e+00 -4.001789409896032339e+02
9.321962577381448511e+00 -3.407297353808715457e+00
9.321595900461387529e+00 -1.278674712185525522e+02
9.321229223541326547e+00 2.283845892404499125e+02
9.320862546621265565e+00 -4.936606136058135803e+02
9.320495869701204583e+00 -6.352679818608347659e+02
9.320129192781143601e+00 -3.475240965904791324e+02
9.319762515861082619e+00 -4.656922989113213021e+02
9.319395838941021637e+00 1.128300867285554432e+02
9.319029162020960655e+00 4.257628326808073638e+01
9.318662485100899673e+00 -6.965686081970621899e+02
9.318295808180838691e+00 -1.016725178160412071e+02
9.317929131260777709e+00 -1.729449877271847527e+02
9.317562454340716727e+00 -2.575547483675038620e+02
9.317195777420655745e+00 -2.629450341261318727e+02
9.316829100500594762e+00 6.180175979577035150e+02
9.316462423580533780e+00 1.521907304350764036e+02
9.316095746660472798e+00 -1.134435435406064983e+02
9.315729069740411816e+00 1.014960196131210779e+02
9.315362392820350834e+00 -3.339599001752872027e+02
9.314995715900289852e+00 -1.479788725579963966e+02
9.314629038980228870e+00 -5.670860753642772778e+01
9.314262362060167888e+00 -9.375004831121658810e+01
9.313895685140106906e+00 -1.730248268515509267e+02
9.313529008220045924e+00 -6.820813712554460153e+02
9.313162331299984942e+00 -6.676306415932546656e+01
9.312795654379923960e+00 -2.989728192991387914e+02
9.312428977459862978e+00 -5.388541905663261105e+02
9.312062300539801996e+00 6.048331601084131393e+01
9.311695623619741013e+00 -3.768771487358127388e+02
9.311328946699680031e+00 -9.253604966099231888e+02
9.310962269779619049e+00 2.824907841489227280e+02
9.310595592859558067e+00 1.721156917593023650e+02
9.310228915939497085e+00 1.124762078126638443e+02
9.309862239019436103e+00 2.606013241732682673e+01
9.309495562099375121e+00 -2.250831540650667364e+02
9.309128885179314139e+00 3.818578520521256792e+00
9.308762208259253157e+00 -4.575501735614682843e+02
9.308395531339192175e+00 -4.074054593498420900e+02
9.308028854419131193e+00 -7.889064011169955393e+01
9.307662177499070211e+00 -1.247303667376718863e+02
9.307295500579009229e+00 -3.343351997981304748e+02
9.306928823658948247e+00 -2.651125718153626565e+01
9.306562146738887265e+00 -5.007078590344081590e+02
9.306195469818826282e+00 2.345888816258714655e+02
9.305828792898765300e+00 -5.342980196301452906e+02
9.305462115978704318e+00 -2.097956082608854160e+02
9.305095439058643336e+00 7.595372724101248423e+02
9.304728762138582354e+00 -2.410871809660758913e+02
9.304362085218521372e+00 4.515411899850316502e+01
9.303995408298460390e+00 -2.312569393308663734e+02
9.303628731378399408e+00 4.359696658444497643e+02
9.303262054458338426e+00 -2.881059626315765740e+02
9.302895377538277444e+00 1.228870967908916612e+02
9.302528700618216462e+00 -4.682771906610909696e+02
9.302162023698155480e+00 9.230974900429878005e+01
9.301795346778094498e+00 -3.779057489920822945e+02
9.301428669858033516e+00 1.405376273341778415e+02
9.301061992937972533e+00 -1.920020746695850846e+02
9.300695316017911551e+00 1.208652162288029501e+02
9.300328639097850569e+00 -2.662826639034360028e+02
9.299961962177789587e+00 -7.062397722008048504e+02
9.299595285257728605e+00 4.637873582484228905e+02
9.299228608337667623e+00 2.059076012388277945e+02
9.298861931417606641e+00 2.208169018326440494e+02
9.298495254497545659e+00 -6.697707597172279748e+01
9.298128577577484677e+00 -7.275736754550749197e+00
9.297761900657423695e+00 -2.236085638027316804e+02
9.297395223737362713e+00 2.307362814981429437e+02
9.297028546817301731e+00 -2.859112338267896121e+02
9.296661869897240749e+00 -6.559171511821418221e+01
9.296295192977179767e+00 3.712043005226088326e+02
9.295928516057118784e+00 3.636550267289827332e+01
9.295561839137057802e+00 -3.796121085112712734e+01
9.295195162216996820e+00 -1.578730913036096126e+02
9.294828485296935838e+00 -5.239878261131721047e+02
9.294461808376874856e+00 2.545478122963253043e+02
9.294095131456813874e+00 1.455794281940463293e+02
9.293728454536752892e+00 -6.007198346854374194e+01
9.293361777616691910e+00 -6.356280091671011405e+02
9.292995100696630928e+00 9.687451880570441176e+01
9.292628423776569946e+00 -2.486463976255946591e+02
9.292261746856508964e+00 5.171892242697083475e+01
9.291895069936447982e+00 -4.103695558836976147e+02
9.291528393016387000e+00 -2.960436012804332222e+02
9.291161716096326018e+00 2.105871599551750819e+02
9.290795039176265036e+00 -9.438995187987346469e+01
9.290428362256204053e+00 -2.323645205193533059e+02
9.290061685336143071e+00 -6.357797255148714157e+02
9.289695008416082089e+00 -2.164970770792274379e+01
9.289328331496021107e+00 5.893853378622569039e+01
9.288961654575960125e+00 -6.821796008298634888e+02
9.288594977655899143e+00 4.085980872546424081e+01
9.288228300735838161e+00 7.679225978992238311e+01
9.287861623815777179e+00 -4.434028840224737564e+02
9.287494946895716197e+00 -5.429672928962255583e+02
9.287128269975655215e+00 -1.275633884230879431e+02
9.286761593055594233e+00 -2.250009010197802581e+02
9.286394916135533251e+00 4.373988092482545653e+02
9.286028239215472269e+00 -2.287499018674721185e+02
9.285661562295411287e+00 -6.741142363626252063e+02
9.285294885375350304e+00 1.602687488962666862e+01
9.284928208455289322e+00 -5.217596440298628124e+00
9.284561531535228340e+00 -3.518435192195753416e+02
9.284194854615167358e+00 -2.549647167081499219e+02
9.283828177695106376e+00 2.299292053750916693e+02
9.283461500775045394e+00 -5.267970470842190878e+01
9.283094823854984412e+00 -3.666113373467449037e+02
9.282728146934923430e+00 2.378137095644783727e+01
9.282361470014862448e+00 -3.782135704479163110e+02
9.281994793094801466e+00 3.523345587846476974e+02
9.281628116174740484e+00 -3.476214435144259483e+02
9.281261439254679502e+00 -7.847310393700681743e+02
9.280894762334618520e+00 -6.075101979457436130e+01
9.280528085414557538e+00 1.496330548054560268e+02
9.280161408494496555e+00 -1.380098362962366139e+02
9.279794731574435573e+00 -1.422087866389349074e+03
9.279428054654374591e+00 -5.181550599375075308e+02
9.279061377734313609e+00 4.041064448879000111e+02
9.278694700814252627e+00 -3.363178667268420554e+02
9.278328023894191645e+00 -2.630195427518010547e+02
9.277961346974130663e+00 -4.203283344982394283e+02
9.277594670054069681e+00 -2.089689895310575025e+02
9.277227993134008699e+00 -6.639506325921572625e+02
9.276861316213947717e+00 1.142435857679754605e+02
9.276494639293886735e+00 3.589762676757758300e+02
9.276127962373825753e+00 -1.248966187259048510e+01
9.275761285453764771e+00 -4.699162940368187833e+02
9.275394608533703789e+00 -5.334480926881769847e+02
9.275027931613642806e+00 1.430737382176195922e+02
9.274661254693581824e+00 -1.617711249999988183e+02
9.274294577773520842e+00 -2.741071064449791947e+02
9.273927900853459860e+00 -4.887019331065643541e+02
9.273561223933398878e+00 -2.115853736853880775e+02
9.273194547013337896e+00 2.585585457212375218e+02
9.272827870093276914e+00 -2.065383349120788239e+02
9.272461193173215932e+00 -2.242248178808221724e+02
9.272094516253154950e+00 -1.794580196164347115e+02
9.271727839333093968e+00 1.431756017601899771e+02
9.271361162413032986e+00 -7.950305689748894338e+02
9.270994485492972004e+00 -2.498615861386116990e+02
9.270627808572911022e+00 4.300527482692081094e+01
9.270261131652850040e+00 -9.575862006644564417e+01
9.269894454732789058e+00 -3.871198311201533784e+02
9.269527777812728075e+00 -3.577528607930925091e+02
9.269161100892667093e+00 -3.009483994091901309e+02
9.268794423972606111e+00 -1.007836066789594042e+03
9.268427747052545129e+00 3.040749381052021363e+02
9.268061070132484147e+00 -1.628530231283387195e+02
9.267694393212423165e+00 -1.942281237374116643e+01
9.267327716292362183e+00 -5.516407868892335955e+02
9.266961039372301201e+00 -2.220058024082384520e+02
9.266594362452240219e+00 2.978189856277402896e+02
9.266227685532179237e+00 -2.396931026981044113e+02
9.265861008612118255e+00 -5.202233624837149364e+02
9.265494331692057273e+00 -1.154412774653224574e+02
9.265127654771996291e+00 -2.944646587374621731e+02
9.264760977851935309e+00 2.290813992035790534e+02
9.264394300931874326e+00 3.884763765968219786e+02
9.264027624011813344e+00 1.400527223724538146e+02
9.263660947091752362e+00 -2.259454638222474046e+02
9.263294270171691380e+00 2.183025548733641301e+02
9.262927593251630398e+00 4.359210272371171868e+02
9.262560916331569416e+00 -5.723251593039531144e+02
9.262194239411508434e+00 -2.748930591449170606e+02
9.261827562491447452e+00 -5.120951594432381171e+02
9.261460885571386470e+00 2.277677708195526520e+02
9.261094208651325488e+00 2.989819788262290103e+02
9.260727531731264506e+00 -1.999913108939080928e+02
9.260360854811203524e+00 -5.925434811918079276e+02
9.259994177891142542e+00 -3.709376271783110042e+02
9.259627500971081560e+00 6.068143446213137793e+01
9.259260824051020577e+00 -2.733098461781881383e+02
9.258894147130959595e+00 -6.191851345355793512e+00
9.258527470210898613e+00 -1.579553409093713583e+02
9.258160793290837631e+00 -1.847324053648222986e+01
9.257794116370776649e+00 -6.791696727585803046e+02
9.257427439450715667e+00 -7.525619537447798848e+02
9.257060762530654685e+00 -3.037381441484916991e+02
9.256694085610593703e+00 -7.738505627962000233e+01
9.256327408690532721e+00 3.732742938648728455e+02
9.255960731770471739e+00 -7.485095308772309863e+01
9.255594054850410757e+00 -4.291512453714676667e+02
9.255227377930349775e+00 4.009068438391661857e+02
9.254860701010288793e+00 -3.769756809321856394e+02
9.254494024090227811e+00 -2.981692993016347373e+02
9.254127347170166829e+00 -3.189380513913802702e+02
9.253760670250105846e+00 -4.126622523265817222e+02
9.253393993330044864e+00 -7.048969332416974112e+02
9.253027316409983882e+00 -3.911987559120568676e+02
9.252660639489922900e+00 -2.098559671207916324e+02
9.252293962569861918e+00 -6.432396410497202623e+02
9.251927285649800936e+00 1.560421863971459402e+02
9.251560608729739954e+00 -9.427192635403801546e+01
9.251193931809678972e+00 -4.622763909107691802e+02
9.250827254889617990e+00 -2.940570053838338822e+02
9.250460577969557008e+00 -4.298553496576679436e+02
9.250093901049496026e+00 -3.718687517822516497e+02
9.249727224129435044e+00 -3.803041577774965276e+02
9.249360547209374062e+00 -3.269454674937534264e+02
9.248993870289313080e+00 -1.521222537365923131e+02
9.248627193369252097e+00 -7.028905318217634601e+01
9.248260516449191115e+00 -8.759783233789577253e+02
9.247893839529130133e+00 -4.414452832807776304e+02
9.247527162609069151e+00 -5.576037697874248806e+02
9.247160485689008169e+00 -4.004204724470752126e+02
9.246793808768947187e+00 -2.046928539220543257e+02
9.246427131848886205e+00 1.916475337851182985e+02
9.246060454928825223e+00 1.128349469073721139e+02
9.245693778008764241e+00 -1.396967255321775525e+01
9.245327101088703259e+00 -2.348798769720330029e+02
9.244960424168642277e+00 -2.764799672340251959e+02
9.244593747248581295e+00 -2.568605532563954057e+02
9.244227070328520313e+00 6.336610607621310010e+02
9.243860393408459331e+00 -2.749444552660269210e+02
9.243493716488398348e+00 -3.156072393569010615e+02
9.243127039568337366e+00 -3.690275834406465378e+02
9.242760362648276384e+00 -4.791450590636807760e+02
9.242393685728215402e+00 -2.794760982503160562e+02
9.242027008808154420e+00 -1.812109273245224585e+02
9.241660331888093438e+00 -2.156525479100647260e+02
9.241293654968032456e+00 -3.680479612317067222e+02
9.240926978047971474e+00 1.501280266939260457e+02
9.240560301127910492e+00 -2.909505092813744227e+02
9.240193624207849510e+00 -2.382093116326606008e+01
9.239826947287788528e+00 -4.152330461351610893e+02
9.239460270367727546e+00 -9.766958599293978693e+01
9.239093593447666564e+00 9.284221321749640765e+01
9.238726916527605582e+00 -2.360756699158633012e+02
9.238360239607544599e+00 -2.282972636836190077e+02
9.237993562687483617e+00 -5.260667902091954602e+02
9.237626885767422635e+00 -8.545289835307137594e+01
9.237260208847361653e+00 3.941179706634318336e+02
9.236893531927300671e+00 -6.134953323894374222e+01
9.236526855007239689e+00 1.223466251493491797e+01
9.236160178087178707e+00 1.590917079769265285e+02
9.235793501167117725e+00 -6.472017285833910591e+02
9.235426824247056743e+00 -5.529620515066854978e+02
9.235060147326995761e+00 2.926466929587124355e+02
9.234693470406934779e+00 1.174634421140571305e+02
9.234326793486873797e+00 -1.773828097889864353e+01
9.233960116566812815e+00 -3.392749300793386737e+02
9.233593439646751833e+00 4.833822449763952136e+02
9.233226762726690851e+00 -2.462569511069900443e+02
9.232860085806629868e+00 -5.065828985774264765e+02
9.232493408886568886e+00 2.520043718386075398e+02
9.232126731966507904e+00 -1.746485246671151117e+02
9.231760055046446922e+00 -7.196490256923667062e+00
9.231393378126385940e+00 -5.363880368076525684e+00
9.231026701206324958e+00 -5.853480518158262385e+02
9.230660024286263976e+00 -3.064776503486797310e+00
9.230293347366202994e+00 -4.586139014075918681e+02
9.229926670446142012e+00 5.902501152761483354e+02
9.229559993526081030e+00 1.872299589705171741e+02
9.229193316606020048e+00 4.011852446219405124e+02
9.228826639685959066e+00 -6.370676760708381607e+02
9.228459962765898084e+00 -3.436848029432209728e+02
9.228093285845837102e+00 1.414544062216999691e+02
9.227726608925776119e+00 -3.725924853397058314e+02
9.227359932005715137e+00 -2.371549746783207979e+02
9.226993255085654155e+00 2.342416018186732458e+02
9.226626578165593173e+00 6.520696849654170535e+01
9.226259901245532191e+00 5.496863924896949811e+02
9.225893224325471209e+00 1.667225013922970334e+01
9.225526547405410227e+00 -6.475566472673632461e+02
9.225159870485349245e+00 8.356779511485480327e+01
9.224793193565288263e+00 -1.243778812180274258e+02
9.224426516645227281e+00 -4.001329733146849321e+02
9.224059839725166299e+00 9.148785593485612821e+01
9.223693162805105317e+00 -4.587073796668107661e+02
9.223326485885044335e+00 1.638996195181334201e+02
9.222959808964983353e+00 -4.283123802460912088e+01
9.222593132044922370e+00 1.581016653914281562e+02
9.222226455124861388e+00 6.556590273832323419e+02
9.221859778204800406e+00 -6.990272135030704703e+02
9.221493101284739424e+00 -2.014766329185417533e+02
9.221126424364678442e+00 -2.034283810102148493e+02
9.220759747444617460e+00 -4.331163621596932103e+02
9.220393070524556478e+00 -1.943086461609254627e+02
9.220026393604495496e+00 -2.114227425151207029e+01
9.219659716684434514e+00 1.427578874764018337e+02
9.219293039764373532e+00 2.058855237872755310e+02
9.218926362844312550e+00 -5.466690696673530283e+02
9.218559685924251568e+00 -1.407878175311577138e+02
9.218193009004190586e+00 -4.331282995875679376e+02
9.217826332084129604e+00 -2.071993022319075521e+02
9.217459655164068622e+00 -5.410425732021132035e+02
9.217092978244007639e+00 3.807210744535732516e+01
9.216726301323946657e+00 7.446429158162737849e+01
9.216359624403885675e+00 3.491511196050984154e+02
9.215992947483824693e+00 8.413928778107182325e+02
9.215626270563763711e+00 1.351715584067745510e+02
9.215259593643702729e+00 1.012870128523242954e+02
9.214892916723641747e+00 -2.597430071308988317e+02
9.214526239803580765e+00 -3.720788180921565527e+02
9.214159562883519783e+00 3.365672979340793347e+01
9.213792885963458801e+00 2.240388134686032515e+02
9.213426209043397819e+00 -4.836122713912217250e+02
9.213059532123336837e+00 -2.467394372846258364e+02
9.212692855203275855e+00 -3.052244426488131808e+02
9.212326178283214873e+00 1.291534259478062836e+02
9.211959501363153890e+00 -4.285362629234656424e+02
9.211592824443092908e+00 4.559887044806860104e+02
9.211226147523031926e+00 6.676840075263626204e+02
9.210859470602970944e+00 -1.477429815831308133e+02
9.210492793682909962e+00 -5.286298998891953715e+02
9.210126116762848980e+00 8.820415248937032970e+01
9.209759439842787998e+00 -1.280344975757222699e+02
9.209392762922727016e+00 1.460820070936346440e+02
9.209026086002666034e+00 9.861867013020787454e+01
9.208659409082605052e+00 3.987103343013574772e+02
9.208292732162544070e+00 2.160456344080660642e+02
9.207926055242483088e+00 -9.414267998489917773e+02
9.207559378322422106e+00 -5.816939460476921795e+02
9.207192701402361124e+00 1.106759929199639316e+02
9.206826024482300141e+00 -4.028223413439131377e+02
9.206459347562239159e+00 -4.462159188042116398e+02
9.206092670642178177e+00 -6.728294546954874704e+02
9.205725993722117195e+00 5.556433454430513166e+02
9.205359316802056213e+00 -3.545004882264137080e+01
9.204992639881995231e+00 -7.394177996786055473e+01
9.204625962961934249e+00 -3.668399438591149533e+02
9.204259286041873267e+00 3.467926249184499170e+02
9.203892609121812285e+00 -3.726839256105994025e+01
9.203525932201751303e+00 1.536607154491528888e+02
9.203159255281690321e+00 -2.243807035797546519e+02
9.202792578361629339e+00 -4.161923881339971842e+01
9.202425901441568357e+00 -3.608524677863014745e+02
9.202059224521507375e+00 -5.735165432890273678e+02
9.201692547601446392e+00 -1.089918446348577135e+02
9.201325870681385410e+00 -2.690569623117215201e+02
9.200959193761324428e+00 -3.581072660831246424e+01
9.200592516841263446e+00 -3.085425344323634818e+02
9.200225839921202464e+00 1.092969883332484642e+03
9.199859163001141482e+00 -5.229768021237199491e+02
9.199492486081080500e+00 -5.756426070901034109e+02
9.199125809161019518e+00 -6.350668771500969569e+02
9.198759132240958536e+00 -5.013409459694151451e+02
9.198392455320897554e+00 -2.253842676355873493e+02
9.198025778400836572e+00 8.575793413288654676e+01
9.197659101480775590e+00 -3.764312839865320370e+02
9.197292424560714608e+00 1.077451921488577682e+02
9.196925747640653626e+00 4.934524804755030800e+02
9.196559070720592644e+00 -1.353462584916909961e+00
9.196192393800531661e+00 -5.246592545051307752e+02
9.195825716880470679e+00 8.188635642500291851e+02
9.195459039960409697e+00 -6.298574644231249522e+02
9.195092363040348715e+00 -8.056220667474174206e+02
9.194725686120287733e+00 -4.744359482839070665e+02
9.194359009200226751e+00 -2.600109560437674645e+02
9.193992332280165769e+00 -4.013239072282499933e+02
9.193625655360104787e+00 -4.042444371760715285e+02
9.193258978440043805e+00 4.201357537203977586e+02
9.192892301519982823e+00 8.767721290051220251e+01
9.192525624599921841e+00 -3.375078960960697714e+02
9.192158947679860859e+00 -2.645809360370502645e+02
9.191792270759799877e+00 -6.228499572754909508e+00
9.191425593839738895e+00 -6.903840415843740175e+02
9.191058916919677912e+00 -3.254337593318388855e+01
9.190692239999616930e+00 1.939363835910885427e+02
9.190325563079555948e+00 -3.065230838144103700e+02
9.189958886159494966e+00 -7.653065939070880859e+02
9.189592209239433984e+00 -5.819997110408655772e+02
9.189225532319373002e+00 -1.677343896196929336e+02
9.188858855399312020e+00 -7.854424292692883114e+01
9.188492178479251038e+00 -3.385954990851326443e+02
9.188125501559190056e+00 -2.318292162367524440e+02
9.187758824639129074e+00 -5.437517871205948694e+01
9.187392147719068092e+00 1.549032667358607682e+02
9.187025470799007110e+00 5.043072411802210127e+02
9.186658793878946128e+00 -6.439355543732531828e+01
9.186292116958885146e+00 -6.523375787502448020e+02
9.185925440038824163e+00 -4.237184887732015000e+02
9.185558763118763181e+00 -2.245815677345351560e+02
9.185192086198702199e+00 -4.822032493656184897e+02
9.184825409278641217e+00 1.077310354189632733e+02
9.184458732358580235e+00 -1.734179532048594581e+02
9.184092055438519253e+00 -1.294710643360234492e+01
9.183725378518458271e+00 -1.095503751791437480e+03
9.183358701598397289e+00 -1.202312723190757140e+02
9.182992024678336307e+00 -3.245671919382485271e+02
9.182625347758275325e+00 -3.130725742298906198e+02
9.182258670838214343e+00 6.278556150926820010e+02
9.181891993918153361e+00 6.849223879143776230e+02
9.181525316998092379e+00 -6.998008913925588104e+01
9.181158640078031397e+00 -8.959113186585898347e+01
9.180791963157970414e+00 4.783748943459001453e+02
9.180425286237909432e+00 -1.271616924038177530e+02
9.180058609317848450e+00 -9.454330164689894218e+02
9.179691932397787468e+00 3.766969191198887756e+01
9.179325255477726486e+00 -2.298730668624521911e+02
9.178958578557665504e+00 8.841252235131409520e+01
9.178591901637604522e+00 6.962299067425358317e+02
9.178225224717543540e+00 -8.053058086200984178e+01
9.177858547797482558e+00 7.066372318887343340e+01
9.177491870877421576e+00 1.212240832933476895e+02
9.177125193957360594e+00 1.300453059918268082e+02
9.176758517037299612e+00 -1.590812930973328037e+02
9.176391840117238630e+00 -5.066872464345145204e+02
9.176025163197177648e+00 3.826980519001776315e+02
9.175658486277116666e+00 5.529208838190621691e+02
9.175291809357055683e+00 -3.997293444411647556e+01
9.174925132436994701e+00 -1.325252569052572937e+02
9.174558455516933719e+00 -5.137875862160856286e+02
9.174191778596872737e+00 2.613554576985816311e+02
9.173825101676811755e+00 -1.955175729670284284e+02
9.173458424756750773e+00 -4.299887378692559423e+02
9.173091747836689791e+00 -3.982488792379136839e+02
9.172725070916628809e+00 2.610309391046150154e+02
9.172358393996567827e+00 -5.895559265797967328e+02
9.171991717076506845e+00 -7.394269673038138535e+00
9.171625040156445863e+00 1.073301986982442742e+02
9.171258363236384881e+00 -2.882038598296888949e+02
9.170891686316323899e+00 3.142727693247139769e+02
9.170525009396262917e+00 -4.748171506192928746e+02
9.170158332476201934e+00 -9.828693537348864595e+01
9.169791655556140952e+00 -4.450193680804630958e+01
9.169424978636079970e+00 3.535664300741473767e+02
9.169058301716018988e+00 -2.022983004815190000e+01
9.168691624795958006e+00 6.296333062511660046e+02
9.168324947875897024e+00 -1.822062660940934222e+02
9.167958270955836042e+00 -3.892781560508202006e+02
9.167591594035775060e+00 -4.647735769743688365e+02
9.167224917115714078e+00 -2.876376174393378733e+02
9.166858240195653096e+00 9.705802061093967836e+01
9.166491563275592114e+00 -5.272604644675951846e+01
9.166124886355531132e+00 -6.571299623499140807e+02
9.165758209435470150e+00 -4.382198520806817328e+02
9.165391532515409168e+00 -9.354981511058017531e+02
9.165024855595348185e+00 -2.559519538411154471e+01
9.164658178675287203e+00 -4.700413118982683613e+02
9.164291501755226221e+00 -3.375169990337391823e+01
9.163924824835165239e+00 -1.601213879677028444e+02
9.163558147915104257e+00 4.005506573184734975e+02
9.163191470995043275e+00 -1.581485657746626998e+02
9.162824794074982293e+00 -4.252965917171797514e+02
9.162458117154921311e+00 -3.077122226897300905e+01
9.162091440234860329e+00 1.308441460745001450e+02
9.161724763314799347e+00 6.431029388488047971e+02
9.161358086394738365e+00 -4.733208578826376538e+02
9.160991409474677383e+00 -3.487017337206309548e+02
9.160624732554616401e+00 -1.751603063673171050e+02
9.160258055634555419e+00 -1.208201839847174028e+02
9.159891378714494437e+00 2.752968374045541395e+02
9.159524701794433454e+00 -5.079160938708786830e+02
9.159158024874372472e+00 5.414150178844900552e+01
9.158791347954311490e+00 -3.105403033324319608e+02
9.158424671034250508e+00 1.438294417384202717e+01
9.158057994114189526e+00 -1.308286532764792014e+02
9.157691317194128544e+00 -2.255675808455471909e+01
9.157324640274067562e+00 1.622158184277975010e+02
9.156957963354006580e+00 1.172456260640592092e+02
9.156591286433945598e+00 -2.873905542865787766e+02
9.156224609513884616e+00 -4.196277189955051199e+02
9.155857932593823634e+00 -2.012807006114553872e+02
9.155491255673762652e+00 -7.203528921716911100e+02
9.155124578753701670e+00 -2.398674317465064405e+02
9.154757901833640688e+00 -6.958592723807356606e+02
9.154391224913579705e+00 2.728181309309540552e+02
9.154024547993518723e+00 4.832564744192742978e+02
9.153657871073457741e+00 -1.004258180524114152e+02
9.153291194153396759e+00 -4.052789656394625126e+02
9.152924517233335777e+00 -5.533472271102732520e+02
9.152557840313274795e+00 -5.137436141378030925e+02
9.152191163393213813e+00 3.670854645224634965e+02
9.151824486473152831e+00 -1.859386180448066739e+02
9.151457809553091849e+00 -9.913445492854096983e+02
9.151091132633030867e+00 -6.434721898258422357e+01
9.150724455712969885e+00 -1.138954518104108047e+02
9.150357778792908903e+00 -7.139869116651023262e+01
9.149991101872847921e+00 -6.481181894588024761e+02
9.149624424952786939e+00 -7.382317260510010328e+02
9.149257748032725956e+00 -2.184448182685417521e+02
9.148891071112664974e+00 -2.838558061993371666e+02
9.148524394192603992e+00 3.122624687244639858e+02
9.148157717272543010e+00 -2.833397778003182452e+02
9.147791040352482028e+00 2.234882899263485285e+02
9.147424363432421046e+00 -4.774651336204432255e+02
9.147057686512360064e+00 8.868047528369295662e+01
9.146691009592299082e+00 6.565753168658784489e+02
9.146324332672238100e+00 4.487427762114926111e-02
9.145957655752177118e+00 5.368807629415647398e+02
9.145590978832116136e+00 6.030431022352551906e+01
9.145224301912055154e+00 3.367877407496835076e+02
9.144857624991994172e+00 -6.623124392729889109e+01
9.144490948071933190e+00 3.596140885684698674e+02
9.144124271151872207e+00 -2.868395628689975752e+02
9.143757594231811225e+00 -7.455580463204429975e+01
9.143390917311750243e+00 -2.214222555263598480e+01
9.143024240391689261e+00 -4.635699315153931366e+01
9.142657563471628279e+00 4.326905369588529311e+02
9.142290886551567297e+00 -1.104656897502230777e+03
9.141924209631506315e+00 -2.196670484920256570e+02
9.141557532711445333e+00 -3.242244666484624815e+01
9.141190855791384351e+00 -2.794276216527915722e+02
9.140824178871323369e+00 3.199861435075694658e+02
9.140457501951262387e+00 -2.568126332064551320e+02
9.140090825031201405e+00 -2.661634940762957058e+02
9.139724148111140423e+00 1.888537701879162398e+02
9.139357471191079441e+00 6.919299993595802789e+01
9.138990794271018459e+00 5.652054110162427492e+01
9.138624117350957476e+00 -1.986490082384360392e+02
9.138257440430896494e+00 -1.066365937174372789e+02
9.137890763510835512e+00 -3.362252761849007925e+02
9.137524086590774530e+00 2.589910984000932785e+02
9.137157409670713548e+00 -2.380411890413596723e+02
9.136790732750652566e+00 -2.790396269316507301e+02
9.136424055830591584e+00 1.629307242929260724e+02
9.136057378910530602e+00 -3.652440816031905797e+02
9.135690701990469620e+00 -9.225750502315963786e+02
9.135324025070408638e+00 -8.704816706959140902e+02
9.134957348150347656e+00 -4.901039959202456089e+02
9.134590671230286674e+00 1.434724439241527705e+02
9.134223994310225692e+00 -2.419650377910388386e+02
9.133857317390164710e+00 1.114030754321924235e+02
9.133490640470103727e+00 -9.177304343568468994e+02
9.133123963550042745e+00 2.609522749029554234e+02
9.132757286629981763e+00 5.889815439099780860e+02
9.132390609709920781e+00 2.837502686412836539e+01
9.132023932789859799e+00 -9.471482517595967465e+01
9.131657255869798817e+00 -2.137086478308384585e+02
9.131290578949737835e+00 1.522733465514440070e+02
9.130923902029676853e+00 -1.065186974048013013e+02
9.130557225109615871e+00 1.763063815206036224e+02
9.130190548189554889e+00 -6.651225558836625851e+02
9.129823871269493907e+00 -4.861052851554256904e+02
9.129457194349432925e+00 3.659102987183864286e+01
9.129090517429371943e+00 -3.311436436004931920e+02
9.128723840509310961e+00 -1.527244517370136236e+02
9.128357163589249978e+00 -4.069180116438170103e+02
9.127990486669188996e+00 -2.361551389024753860e+02
9.127623809749128014e+00 3.672229701940733548e+02
9.127257132829067032e+00 -4.528131239547533369e+02
9.126890455909006050e+00 -6.787761870674515876e+02
9.126523778988945068e+00 -4.044372309299693313e+01
9.126157102068884086e+00 -3.346282263044214460e+02
